dex_index,species_key,name,type1,type2,ability1,ability2,hp,attack,defense,sp_attack,sp_defense,speed,bst,catch_rate,gender_ratio,egg_group1,egg_group2,in_regional_dex,regional_dex_number,generation,keep,first_region_encountered,notes,count
781,SPECIES_PIKIPEK,Pikipek,Normal,Flying,Keen Eye,Skill Link,35,75,30,30,30,65,265,255,127,Flying,Flying,FALSE,,7,,,,1
782,SPECIES_TRUMBEAK,Trumbeak,Normal,Flying,Keen Eye,Skill Link,55,85,50,40,50,75,355,120,127,Flying,Flying,FALSE,,7,,,,1
783,SPECIES_TOUCANNON,Toucannon,Normal,Flying,Keen Eye,Skill Link,80,120,75,75,75,60,485,45,127,Flying,Flying,FALSE,,7,,,,1
784,SPECIES_YUNGOOS,Yungoos,Normal,,Stakeout,Strong Jaw,48,70,30,30,30,45,253,255,127,Field,Field,FALSE,,7,,,,1
785,SPECIES_GUMSHOOS,Gumshoos,Normal,,Stakeout,Strong Jaw,88,110,60,55,60,45,418,127,127,Field,Field,FALSE,,7,,,,1
786,SPECIES_GRUBBIN,Grubbin,Bug,,Swarm,,47,62,45,55,45,46,300,255,127,Bug,Bug,FALSE,,7,,,,1
787,SPECIES_CHARJABUG,Charjabug,Bug,Electric,Battery,,57,82,95,55,75,36,400,120,127,Bug,Bug,FALSE,,7,,,,1
788,SPECIES_VIKAVOLT,Vikavolt,Bug,Electric,Levitate,,77,70,90,145,75,43,500,45,127,Bug,Bug,FALSE,,7,,,,1
789,SPECIES_CRABRAWLER,Crabrawler,Fighting,,Hyper Cutter,Iron Fist,47,82,57,42,47,63,338,225,127,Water 3,Water 3,FALSE,,7,,,,1
790,SPECIES_CRABOMINABLE,Crabomnabl,Fighting,Ice,Hyper Cutter,Iron Fist,97,132,77,62,67,43,478,60,127,Water 3,Water 3,FALSE,,7,,,,1
791,SPECIES_ORICORIO,Oricorio,Fire,Flying,Dancer,,75,70,70,98,70,93,476,45,190,Flying,Flying,FALSE,,7,,,,1
792,SPECIES_CUTIEFLY,Cutiefly,Bug,Fairy,Honey Gather,Shield Dust,40,45,40,55,40,84,304,190,127,Bug,Fairy,FALSE,,7,,,,1
793,SPECIES_RIBOMBEE,Ribombee,Bug,Fairy,Honey Gather,Shield Dust,60,55,60,95,70,124,464,75,127,Bug,Fairy,FALSE,,7,,,,1
794,SPECIES_ROCKRUFF,Rockruff,Rock,,Keen Eye,Vital Spirit,45,65,40,30,40,60,280,190,127,Field,Field,FALSE,,7,,,,1
795,SPECIES_LYCANROC,Lycanroc,Rock,,Keen Eye,Sand Rush,75,115,65,55,65,112,487,90,127,Field,Field,FALSE,,7,,,,1
796,SPECIES_WISHIWASHI,Wishiwashi,Water,,Schooling,,45,20,20,25,25,40,175,60,127,Water 2,Water 2,FALSE,,7,,,,1
797,SPECIES_MAREANIE,Mareanie,Poison,Water,Merciless,Limber,50,53,62,43,52,45,305,190,127,Water 1,Water 1,FALSE,,7,,,,1
798,SPECIES_TOXAPEX,Toxapex,Poison,Water,Merciless,Limber,50,63,152,53,142,35,495,75,127,Water 1,Water 1,FALSE,,7,,,,1
799,SPECIES_MUDBRAY,Mudbray,Ground,,Own Tempo,Stamina,70,100,70,45,55,45,385,190,127,Field,Field,FALSE,,7,,,,1
800,SPECIES_MUDSDALE,Mudsdale,Ground,,Own Tempo,Stamina,100,125,100,55,85,35,500,60,127,Field,Field,FALSE,,7,,,,1
801,SPECIES_DEWPIDER,Dewpider,Water,Bug,Water Bubble,,38,40,52,40,72,27,269,200,127,Water 1,Bug,FALSE,,7,,,,1
802,SPECIES_ARAQUANID,Araquanid,Water,Bug,Water Bubble,,68,70,92,50,132,42,454,100,127,Water 1,Bug,FALSE,,7,,,,1
803,SPECIES_FOMANTIS,Fomantis,Grass,,Leaf Guard,,40,55,35,50,35,35,250,190,127,Grass,Grass,FALSE,,7,,,,1
804,SPECIES_LURANTIS,Lurantis,Grass,,Leaf Guard,,70,105,90,80,90,45,480,75,127,Grass,Grass,FALSE,,7,,,,1
805,SPECIES_MORELULL,Morelull,Grass,Fairy,Illuminate,Effect Spore,40,35,55,65,75,15,285,190,127,Grass,Grass,FALSE,,7,,,,1
806,SPECIES_SHIINOTIC,Shiinotic,Grass,Fairy,Illuminate,Effect Spore,60,45,80,90,100,30,405,75,127,Grass,Grass,FALSE,,7,,,,1
807,SPECIES_SALANDIT,Salandit,Poison,Fire,Corrosion,,48,44,40,71,40,77,320,120,31,Monster,Dragon,FALSE,,7,,,,1
808,SPECIES_SALAZZLE,Salazzle,Poison,Fire,Corrosion,,68,64,60,111,60,117,480,45,254,Monster,Dragon,FALSE,,7,,,,1
809,SPECIES_STUFFUL,Stufful,Normal,Fighting,Fluffy,Klutz,70,75,50,45,50,50,340,140,127,Field,Field,FALSE,,7,,,,1
810,SPECIES_BEWEAR,Bewear,Normal,Fighting,Fluffy,Klutz,120,125,80,55,60,60,500,70,127,Field,Field,FALSE,,7,,,,1
811,SPECIES_BOUNSWEET,Bounsweet,Grass,,Leaf Guard,Oblivious,42,30,38,30,38,32,210,235,254,Grass,Grass,FALSE,,7,Maybe,,,1
812,SPECIES_STEENEE,Steenee,Grass,,Leaf Guard,Oblivious,52,40,48,40,48,62,290,120,254,Grass,Grass,FALSE,,7,Maybe,,,1
813,SPECIES_TSAREENA,Tsareena,Grass,,Leaf Guard,Queenly Majesty,72,120,98,50,98,72,510,45,254,Grass,Grass,FALSE,,7,Maybe,,,1
814,SPECIES_COMFEY,Comfey,Fairy,,Flower Veil,Triage,51,52,90,82,110,100,485,60,190,Grass,Grass,FALSE,,7,Yes,Johto,,1
815,SPECIES_ORANGURU,Oranguru,Normal,Psychic,Inner Focus,Telepathy,90,60,80,90,110,60,490,45,127,Field,Field,FALSE,,7,,,,1
816,SPECIES_PASSIMIAN,Passimian,Fighting,,Receiver,,100,120,90,40,60,80,490,45,127,Field,Field,FALSE,,7,,,,1
817,SPECIES_WIMPOD,Wimpod,Bug,Water,Wimp Out,,25,35,40,20,30,80,230,90,127,Bug,Water 3,FALSE,,7,,,,1
818,SPECIES_GOLISOPOD,Golisopod,Bug,Water,Emergency Exit,,75,125,140,60,90,40,530,45,127,Bug,Water 3,FALSE,,7,,,,1
819,SPECIES_SANDYGAST,Sandygast,Ghost,Ground,Water Compaction,,55,55,80,70,45,15,320,140,127,Amorphous,Amorphous,FALSE,,7,,,,1
820,SPECIES_PALOSSAND,Palossand,Ghost,Ground,Water Compaction,,85,75,110,100,75,35,480,60,127,Amorphous,Amorphous,FALSE,,7,,,,1
821,SPECIES_PYUKUMUKU,Pyukumuku,Water,,Innards Out,,55,60,130,30,130,5,410,60,127,Water 1,Water 1,FALSE,,7,,,,1
822,SPECIES_TYPE_NULL,Type: Null,Normal,,Battle Armor,,95,95,95,95,95,59,534,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
823,SPECIES_SILVALLY,Silvally,Normal,,Rks System,,95,95,95,95,95,95,570,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
824,SPECIES_MINIOR,Minior,Rock,Flying,Shields Down,,60,60,100,60,100,60,440,30,255,Mineral,Mineral,FALSE,,7,,,,1
825,SPECIES_KOMALA,Komala,Normal,,Comatose,,65,115,65,75,95,65,480,45,127,Field,Field,FALSE,,7,,,,1
826,SPECIES_TURTONATOR,Turtonator,Fire,Dragon,Shell Armor,,60,78,135,91,85,36,485,70,127,Monster,Dragon,FALSE,,7,,,,1
827,SPECIES_TOGEDEMARU,Togedemaru,Electric,Steel,Iron Barbs,Lightning Rod,65,98,63,40,73,96,435,180,127,Field,Fairy,FALSE,,7,Maybe,,,1
828,SPECIES_MIMIKYU,Mimikyu,Ghost,Fairy,Disguise,,55,90,80,50,105,96,476,45,127,Amorphous,Amorphous,FALSE,,7,Maybe,,,1
829,SPECIES_BRUXISH,Bruxish,Water,Psychic,Dazzling,Strong Jaw,68,105,70,70,70,92,475,80,127,Water 2,Water 2,FALSE,,7,,,,1
830,SPECIES_DRAMPA,Drampa,Normal,Dragon,Berserk,Sap Sipper,78,60,85,135,91,36,485,70,127,Monster,Dragon,FALSE,,7,,,,1
831,SPECIES_DHELMISE,Dhelmise,Ghost,Grass,Steelworker,,70,131,100,86,90,40,517,25,255,Mineral,Mineral,FALSE,,7,,,,1
832,SPECIES_JANGMO_O,Jangmo-o,Dragon,,Bulletproof,Soundproof,45,55,65,45,45,45,300,45,127,Dragon,Dragon,FALSE,,7,YEs,,,1
833,SPECIES_HAKAMO_O,Hakamo-o,Dragon,Fighting,Bulletproof,Soundproof,55,75,90,65,70,65,420,45,127,Dragon,Dragon,FALSE,,7,Yes,,,1
834,SPECIES_KOMMO_O,Kommo-o,Dragon,Fighting,Bulletproof,Soundproof,75,110,125,100,105,85,600,45,127,Dragon,Dragon,FALSE,,7,Yes,,,1
835,SPECIES_TAPU_KOKO,Tapu Koko,Electric,Fairy,Electric Surge,,70,115,85,95,75,130,570,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
836,SPECIES_TAPU_LELE,Tapu Lele,Psychic,Fairy,Psychic Surge,,70,85,75,130,115,95,570,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
837,SPECIES_TAPU_BULU,Tapu Bulu,Grass,Fairy,Grassy Surge,,70,130,115,85,95,75,570,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
838,SPECIES_TAPU_FINI,Tapu Fini,Water,Fairy,Misty Surge,,70,75,115,95,130,85,570,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
839,SPECIES_COSMOG,Cosmog,Psychic,,Unaware,,43,29,31,29,31,37,200,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
840,SPECIES_COSMOEM,Cosmoem,Psychic,,Sturdy,,43,29,131,29,131,37,400,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
841,SPECIES_SOLGALEO,Solgaleo,Psychic,Steel,Full Metal Body,,137,137,107,113,89,97,680,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
842,SPECIES_LUNALA,Lunala,Psychic,Ghost,Shadow Shield,,137,113,89,137,107,97,680,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
843,SPECIES_NIHILEGO,Nihilego,Rock,Poison,Beast Boost,,109,53,47,127,131,103,570,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
844,SPECIES_BUZZWOLE,Buzzwole,Bug,Fighting,Beast Boost,,107,139,139,53,53,79,570,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
845,SPECIES_PHEROMOSA,Pheromosa,Bug,Fighting,Beast Boost,,71,137,37,137,37,151,570,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
846,SPECIES_XURKITREE,Xurkitree,Electric,,Beast Boost,,83,89,71,173,71,83,570,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
847,SPECIES_CELESTEELA,Celesteela,Steel,Flying,Beast Boost,,97,101,103,107,101,61,570,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
848,SPECIES_KARTANA,Kartana,Grass,Steel,Beast Boost,,59,181,131,59,31,109,570,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
849,SPECIES_GUZZLORD,Guzzlord,Dark,Dragon,Beast Boost,,223,101,53,97,53,43,570,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
850,SPECIES_NECROZMA,Necrozma,Psychic,,Prism Armor,,97,107,101,127,89,79,600,255,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
851,SPECIES_MAGEARNA,Magearna,Steel,Fairy,Soul Heart,,80,95,115,130,115,65,600,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
852,SPECIES_MARSHADOW,Marshadow,Fighting,Ghost,Technician,,90,125,80,90,90,125,600,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
853,SPECIES_POIPOLE,Poipole,Poison,,Beast Boost,,67,73,67,73,67,73,420,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
854,SPECIES_NAGANADEL,Naganadel,Poison,Dragon,Beast Boost,,73,73,73,127,73,121,540,45,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
855,SPECIES_STAKATAKA,Stakataka,Rock,Steel,Beast Boost,,61,131,211,53,101,13,570,30,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
856,SPECIES_BLACEPHALON,Blacefalon,Fire,Ghost,Beast Boost,,53,127,53,151,79,107,570,30,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
857,SPECIES_ZERAORA,Zeraora,Electric,,Volt Absorb,,88,112,75,102,80,143,600,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
858,SPECIES_MELTAN,Meltan,Steel,,Magnet Pull,,46,65,65,55,35,34,300,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
859,SPECIES_MELMETAL,Melmetal,Steel,,Iron Fist,,135,143,143,80,65,34,600,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
860,SPECIES_GROOKEY,Grookey,Grass,,Overgrow,,50,65,50,40,40,65,310,45,31,Field,Grass,FALSE,,8,Maybe,,,1
861,SPECIES_THWACKEY,Thwackey,Grass,,Overgrow,,70,85,70,55,60,80,420,45,31,Field,Grass,FALSE,,8,Maybe,,,1
862,SPECIES_RILLABOOM,Rillaboom,Grass,,Overgrow,,100,125,90,60,70,85,530,45,31,Field,Grass,FALSE,,8,Maybe,,,1
863,SPECIES_SCORBUNNY,Scorbunny,Fire,,Blaze,,50,71,40,40,40,69,310,45,31,Field,Human Like,FALSE,,8,Maybe,,,1
864,SPECIES_RABOOT,Raboot,Fire,,Blaze,,65,86,60,55,60,94,420,45,31,Field,Human Like,FALSE,,8,Maybe,,,1
865,SPECIES_CINDERACE,Cinderace,Fire,,Blaze,,80,116,75,65,75,119,530,45,31,Field,Human Like,FALSE,,8,Maybe,,,1
866,SPECIES_SOBBLE,Sobble,Water,,Torrent,,50,40,40,70,40,70,310,45,31,Water 1,Field,FALSE,,8,Maybe,,,1
867,SPECIES_DRIZZILE,Drizzile,Water,,Torrent,,65,60,55,95,55,90,420,45,31,Water 1,Field,FALSE,,8,Maybe,,,1
868,SPECIES_INTELEON,Inteleon,Water,,Torrent,,70,85,65,125,65,120,530,45,31,Water 1,Field,FALSE,,8,Maybe,,,1
869,SPECIES_SKWOVET,Skwovet,Normal,,Cheek Pouch,,70,55,55,35,35,25,275,255,127,Field,Field,FALSE,,8,,,,1
870,SPECIES_GREEDENT,Greedent,Normal,,Cheek Pouch,,120,95,95,55,75,20,460,90,127,Field,Field,FALSE,,8,,,,1
871,SPECIES_ROOKIDEE,Rookidee,Flying,,Keen Eye,Unnerve,38,47,35,33,35,57,245,255,127,Flying,Flying,FALSE,,8,,,,1
872,SPECIES_CORVISQUIRE,Corvsquire,Flying,,Keen Eye,Unnerve,68,67,55,43,55,77,365,120,127,Flying,Flying,FALSE,,8,,,,1
873,SPECIES_CORVIKNIGHT,Corviknite,Flying,Steel,Pressure,Unnerve,98,87,105,53,85,67,495,45,127,Flying,Flying,FALSE,,8,,,,1
874,SPECIES_BLIPBUG,Blipbug,Bug,,Swarm,Compound Eyes,25,20,20,25,45,45,180,255,127,Bug,Bug,FALSE,,8,,,,1
875,SPECIES_DOTTLER,Dottler,Bug,Psychic,Swarm,Compound Eyes,50,35,80,50,90,30,335,120,127,Bug,Bug,FALSE,,8,,,,1
876,SPECIES_ORBEETLE,Orbeetle,Bug,Psychic,Swarm,Frisk,60,45,110,80,120,90,505,45,127,Bug,Bug,FALSE,,8,,,,1
877,SPECIES_NICKIT,Nickit,Dark,,Run Away,Unburden,40,28,28,47,52,50,245,255,127,Field,Field,FALSE,,8,,,,1
878,SPECIES_THIEVUL,Thievul,Dark,,Run Away,Unburden,70,58,58,87,92,90,455,127,127,Field,Field,FALSE,,8,,,,1
879,SPECIES_GOSSIFLEUR,Gossifleur,Grass,,Cotton Down,Regenerator,40,40,60,40,60,10,250,190,127,Grass,Grass,FALSE,,8,,,,1
880,SPECIES_ELDEGOSS,Eldegoss,Grass,,Cotton Down,Regenerator,60,50,90,80,120,60,460,75,127,Grass,Grass,FALSE,,8,,,,1
881,SPECIES_WOOLOO,Wooloo,Normal,,Fluffy,Run Away,42,40,55,40,45,48,270,255,127,Field,Field,FALSE,,8,,,,1
882,SPECIES_DUBWOOL,Dubwool,Normal,,Fluffy,Steadfast,72,80,100,60,90,88,490,127,127,Field,Field,FALSE,,8,,,,1
883,SPECIES_CHEWTLE,Chewtle,Water,,Strong Jaw,Shell Armor,50,64,50,38,38,44,284,255,127,Monster,Water 1,FALSE,,8,,,,1
884,SPECIES_DREDNAW,Drednaw,Water,Rock,Strong Jaw,Shell Armor,90,115,90,48,68,74,485,75,127,Monster,Water 1,FALSE,,8,,,,1
885,SPECIES_YAMPER,Yamper,Electric,,Ball Fetch,,59,45,50,40,50,26,270,255,127,Field,Field,FALSE,,8,,,,1
886,SPECIES_BOLTUND,Boltund,Electric,,Strong Jaw,,69,90,60,90,60,121,490,45,127,Field,Field,FALSE,,8,,,,1
887,SPECIES_ROLYCOLY,Rolycoly,Rock,,Steam Engine,Heatproof,30,40,50,40,50,30,240,255,127,Mineral,Mineral,FALSE,,8,,,,1
888,SPECIES_CARKOL,Carkol,Rock,Fire,Steam Engine,Flame Body,80,60,90,60,70,50,410,120,127,Mineral,Mineral,FALSE,,8,,,,1
889,SPECIES_COALOSSAL,Coalossal,Rock,Fire,Steam Engine,Flame Body,110,80,120,80,90,30,510,45,127,Mineral,Mineral,FALSE,,8,,,,1
890,SPECIES_APPLIN,Applin,Grass,Dragon,Ripen,Gluttony,40,40,80,40,40,20,260,255,127,Grass,Dragon,FALSE,,8,,,,1
891,SPECIES_FLAPPLE,Flapple,Grass,Dragon,Ripen,Gluttony,70,110,80,95,60,70,485,45,127,Grass,Dragon,FALSE,,8,,,,1
892,SPECIES_APPLETUN,Appletun,Grass,Dragon,Ripen,Gluttony,110,85,80,100,80,30,485,45,127,Grass,Dragon,FALSE,,8,,,,1
893,SPECIES_SILICOBRA,Silicobra,Ground,,Sand Spit,Shed Skin,52,57,75,35,50,46,315,255,127,Field,Dragon,FALSE,,8,,,,1
894,SPECIES_SANDACONDA,Sandaconda,Ground,,Sand Spit,Shed Skin,72,107,125,65,70,71,510,120,127,Field,Dragon,FALSE,,8,,,,1
895,SPECIES_CRAMORANT,Cramorant,Flying,Water,Gulp Missile,,70,85,55,85,95,85,475,45,127,Water 1,Flying,FALSE,,8,,,,1
896,SPECIES_ARROKUDA,Arrokuda,Water,,Swift Swim,,41,63,40,40,30,66,280,255,127,Water 2,Water 2,FALSE,,8,,,,1
897,SPECIES_BARRASKEWDA,Baraskewda,Water,,Swift Swim,,61,123,60,60,50,136,490,60,127,Water 2,Water 2,FALSE,,8,,,,1
898,SPECIES_TOXEL,Toxel,Electric,Poison,Rattled,Static,40,38,35,54,35,40,242,75,127,Undiscovered,Undiscovered,FALSE,,8,,,,1
899,SPECIES_TOXTRICITY,Toxtricity,Electric,Poison,Punk Rock,Plus,75,98,70,114,70,75,502,45,127,Human Like,Human Like,FALSE,,8,,,,1
900,SPECIES_SIZZLIPEDE,Sizzlipede,Fire,Bug,Flash Fire,White Smoke,50,65,45,50,50,45,305,190,127,Bug,Bug,FALSE,,8,,,,1
901,SPECIES_CENTISKORCH,Centskorch,Fire,Bug,Flash Fire,White Smoke,100,115,65,90,90,65,525,75,127,Bug,Bug,FALSE,,8,,,,1
902,SPECIES_CLOBBOPUS,Clobbopus,Fighting,,Limber,,50,68,60,50,50,32,310,180,127,Water 1,Human Like,FALSE,,8,,,,1
903,SPECIES_GRAPPLOCT,Grapploct,Fighting,,Limber,,80,118,90,70,80,42,480,45,127,Water 1,Human Like,FALSE,,8,,,,1
904,SPECIES_SINISTEA,Sinistea,Ghost,,Weak Armor,,40,45,45,74,54,50,308,120,255,Mineral,Amorphous,FALSE,,8,,,,1
905,SPECIES_POLTEAGEIST,Poltegeist,Ghost,,Weak Armor,,60,65,65,134,114,70,508,60,255,Mineral,Amorphous,FALSE,,8,,,,1
906,SPECIES_HATENNA,Hatenna,Psychic,,Healer,Anticipation,42,30,45,56,53,39,265,235,254,Fairy,Fairy,FALSE,,8,,,,1
907,SPECIES_HATTREM,Hattrem,Psychic,,Healer,Anticipation,57,40,65,86,73,49,370,120,254,Fairy,Fairy,FALSE,,8,,,,1
908,SPECIES_HATTERENE,Hatterene,Psychic,Fairy,Healer,Anticipation,57,90,95,136,103,29,510,45,254,Fairy,Fairy,FALSE,,8,,,,1
909,SPECIES_IMPIDIMP,Impidimp,Dark,Fairy,Prankster,Frisk,45,45,30,55,40,50,265,255,0,Fairy,Human Like,FALSE,,8,,,,1
910,SPECIES_MORGREM,Morgrem,Dark,Fairy,Prankster,Frisk,65,60,45,75,55,70,370,120,0,Fairy,Human Like,FALSE,,8,,,,1
911,SPECIES_GRIMMSNARL,Grimmsnarl,Dark,Fairy,Prankster,Frisk,95,120,65,95,75,60,510,45,0,Fairy,Human Like,FALSE,,8,,,,1
912,SPECIES_OBSTAGOON,Obstagoon,Dark,Normal,Reckless,Guts,93,90,101,60,81,95,520,45,127,Field,Field,FALSE,,8,,,,1
913,SPECIES_PERRSERKER,Perrserker,Steel,,Battle Armor,Tough Claws,70,110,100,50,60,50,440,90,127,Field,Field,FALSE,,8,,,,1
914,SPECIES_CURSOLA,Cursola,Ghost,,Weak Armor,,60,95,50,145,130,30,510,30,190,Water 1,Water 3,FALSE,,8,,,,1
915,SPECIES_SIRFETCHD,Sirfetch’d,Fighting,,Steadfast,,62,135,95,68,82,65,507,45,127,Flying,Field,FALSE,,8,Yes,,,1
916,SPECIES_MR_RIME,Mr. Rime,Ice,Psychic,Tangled Feet,Screen Cleaner,80,85,75,110,100,70,520,45,127,Human Like,Human Like,FALSE,,8,Yes,,,1
917,SPECIES_RUNERIGUS,Runerigus,Ground,Ghost,Wandering Spirit,,58,95,145,50,105,30,483,90,127,Mineral,Amorphous,FALSE,,8,,,,1
918,SPECIES_MILCERY,Milcery,Fairy,,Sweet Veil,,45,40,40,50,61,34,270,200,254,Fairy,Amorphous,FALSE,,8,Yes,Johto,,1
919,SPECIES_ALCREMIE,Alcremie,Fairy,,Sweet Veil,,65,60,75,110,121,64,495,100,254,Fairy,Amorphous,FALSE,,8,Yes,Johto,,1
920,SPECIES_FALINKS,Falinks,Fighting,,Battle Armor,,65,100,100,70,60,75,470,45,255,Fairy,Mineral,FALSE,,8,,,,1
921,SPECIES_PINCURCHIN,Pincurchin,Electric,,Lightning Rod,,48,101,95,91,85,15,435,75,127,Water 1,Amorphous,FALSE,,8,,,,1
922,SPECIES_SNOM,Snom,Ice,Bug,Shield Dust,,30,25,35,45,30,20,185,190,127,Bug,Bug,FALSE,,8,,,,1
923,SPECIES_FROSMOTH,Frosmoth,Ice,Bug,Shield Dust,,70,65,60,125,90,65,475,75,127,Bug,Bug,FALSE,,8,,,,1
924,SPECIES_STONJOURNER,Stonjorner,Rock,,Power Spot,,100,125,135,20,20,70,470,60,127,Mineral,Mineral,FALSE,,8,,,,1
925,SPECIES_EISCUE,Eiscue,Ice,,Ice Face,,75,80,110,65,90,50,470,60,127,Water 1,Field,FALSE,,8,,,,1
926,SPECIES_INDEEDEE,Indeedee,Psychic,Normal,Inner Focus,Synchronize,60,65,55,105,95,95,475,30,0,Fairy,Fairy,FALSE,,8,,,,1
927,SPECIES_MORPEKO,Morpeko,Electric,Dark,Hunger Switch,,58,95,58,70,58,97,436,180,127,Field,Fairy,FALSE,,8,Yes,,,1
928,SPECIES_CUFANT,Cufant,Steel,,Sheer Force,,72,80,49,40,49,40,330,190,127,Field,Mineral,FALSE,,8,Yes,,,1
929,SPECIES_COPPERAJAH,Copperajah,Steel,,Sheer Force,,122,130,69,80,69,30,500,90,127,Field,Mineral,FALSE,,8,Yes,,,1
930,SPECIES_DRACOZOLT,Dracozolt,Electric,Dragon,Volt Absorb,Hustle,90,100,90,80,70,75,505,45,255,Undiscovered,Undiscovered,FALSE,,8,Maybe,,,1
931,SPECIES_ARCTOZOLT,Arctozolt,Electric,Ice,Volt Absorb,Static,90,100,90,90,80,55,505,45,255,Undiscovered,Undiscovered,FALSE,,8,Maybe,,,1
932,SPECIES_DRACOVISH,Dracovish,Water,Dragon,Water Absorb,Strong Jaw,90,90,100,70,80,75,505,45,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
933,SPECIES_ARCTOVISH,Arctovish,Water,Ice,Water Absorb,Ice Body,90,90,100,80,90,55,505,45,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
934,SPECIES_DURALUDON,Duraludon,Steel,Dragon,Light Metal,Heavy Metal,70,95,115,120,50,85,535,45,127,Mineral,Dragon,FALSE,,8,,,,1
935,SPECIES_DREEPY,Dreepy,Dragon,Ghost,Clear Body,Infiltrator,28,60,30,40,30,82,270,45,127,Amorphous,Dragon,FALSE,,8,Yes,,,1
936,SPECIES_DRAKLOAK,Drakloak,Dragon,Ghost,Clear Body,Infiltrator,68,80,50,60,50,102,410,45,127,Amorphous,Dragon,FALSE,,8,Yes,,,1
937,SPECIES_DRAGAPULT,Dragapult,Dragon,Ghost,Clear Body,Infiltrator,88,120,75,100,75,142,600,45,127,Amorphous,Dragon,FALSE,,8,Yes,,,1
938,SPECIES_ZACIAN,Zacian,Fairy,,Intrepid Sword,,92,120,115,80,115,138,660,10,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
939,SPECIES_ZAMAZENTA,Zamazenta,Fighting,,Dauntless Shield,,92,120,115,80,115,138,660,10,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
940,SPECIES_ETERNATUS,Eternatus,Poison,Dragon,Pressure,,140,85,95,145,95,130,690,255,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
941,SPECIES_KUBFU,Kubfu,Fighting,,Inner Focus,,60,90,60,53,50,72,385,3,31,Undiscovered,Undiscovered,FALSE,,8,,,,1
942,SPECIES_URSHIFU,Urshifu,Fighting,Dark,Unseen Fist,,100,130,100,63,60,97,550,3,31,Undiscovered,Undiscovered,FALSE,,8,,,,1
943,SPECIES_ZARUDE,Zarude,Dark,Grass,Leaf Guard,,105,120,105,70,95,105,600,3,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
944,SPECIES_REGIELEKI,Regieleki,Electric,,Transistor,,80,100,50,100,50,200,580,3,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
945,SPECIES_REGIDRAGO,Regidrago,Dragon,,Dragons Maw,,200,100,50,100,50,80,580,3,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
946,SPECIES_GLASTRIER,Glastrier,Ice,,Chilling Neigh,,100,145,130,65,110,30,580,3,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
947,SPECIES_SPECTRIER,Spectrier,Ghost,,Grim Neigh,,100,65,60,145,80,130,580,3,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
948,SPECIES_CALYREX,Calyrex,Psychic,Grass,Unnerve,,100,80,80,80,80,80,500,3,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
949,SPECIES_WYRDEER,Wyrdeer,Normal,Psychic,Intimidate,Frisk,103,105,72,105,75,65,525,135,127,Field,Field,FALSE,,8,Yes,,,1
950,SPECIES_KLEAVOR,Kleavor,Bug,Rock,Swarm,Sheer Force,70,135,95,45,70,85,500,115,127,Bug,Bug,FALSE,,8,Yes,,,1
951,SPECIES_URSALUNA,Ursaluna,Ground,Normal,Guts,Bulletproof,130,140,105,45,80,50,550,75,127,Field,Field,FALSE,,8,Yes,,,1
952,SPECIES_BASCULEGION,Basclegion,Water,Ghost,Swift Swim,Adaptability,120,112,65,80,75,78,530,135,0,Water 2,Water 2,FALSE,,8,,,,1
